shipment_id,order_id,ship_date,delivery_date,delivery_status,shipping_cost,weight
S02438,O04637,2023-03-07,2023-03-15,In Transit,4500.0,3kg
S02439,O00482,2023-09-11,,Delivered,,2000g
S02440,O03472,04-10-2023,2023/10/05,Returned,,3kg
S02441,O02573,2023/10/03,2023-10-07,Delivered,,-1kg
S02442,O05061,2023/01/20,29-01-2023,In Transit,5000.0,3kg
S02443,O05107,2023-06-24,2023/06/29,In Transit,5000.0,1.5 KG
S02444,O04656,2023-08-25,2023-09-02,Returned,5000.0,2kg
S02445,O02070,2023-02-16,2023/02/20,Returned,,3kg
S02446,O02559,22-11-2023,2023-11-23,Delivered,4000.0,2kg
S02447,O00274,23-12-2023,01-01-2024,Returned,,1.5 KG
S02448,O01556,2023/04/25,2023-05-03,Returned,4000.0,2000g
S02449,O01369,17-02-2023,,In Transit,4500.0,-1kg
S02450,O03839,2023-06-11,2023-06-19,Returned,4500.0,2kg
S02451,O05145,09-05-2023,,Delivered,,1.5 KG
S02452,O00706,2023-04-01,2023/04/04,Returned,,3kg
S02453,O01260,2023-05-10,17-05-2023,In Transit,5000.0,1.5 KG
S02454,O02682,2023-11-22,23-11-2023,In Transit,4500.0,2kg
S02455,O03677,2023-03-21,26-03-2023,Returned,,2000g
S02456,O02152,01-03-2023,2023-03-04,Returned,5000.0,2kg
S02457,O02620,2023/01/29,2023/02/07,Delivered,4000.0,3kg
S02458,O04131,2023-04-14,,Delivered,5000.0,1.5 KG
S02459,O01694,2023/08/26,,In Transit,5000.0,1.5 KG
S02460,O04212,2023-07-29,2023/08/06,In Transit,4000.0,2kg
S02461,O03360,13-03-2023,17-03-2023,Delivered,4000.0,3kg
S02462,O03024,2023/03/01,2023/03/04,In Transit,4500.0,3kg
S02463,O03142,2023-09-13,17-09-2023,Delivered,4000.0,-1kg
S02464,O04203,2023/08/06,,Returned,4500.0,3kg
S02465,O03613,2023/08/03,09-08-2023,Returned,5000.0,1.5 KG
S02466,O04340,2023/01/29,05-02-2023,In Transit,4000.0,2kg
S02467,O00863,19-01-2023,2023-01-29,Delivered,,2kg
S02468,O02737,2023/07/15,2023/07/23,Returned,4500.0,3kg
S02469,O03634,2023-02-23,2023-02-25,Returned,4000.0,3kg
S02470,O04257,2023-02-04,,Delivered,4500.0,1.5 KG
S02471,O02076,2023/08/19,25-08-2023,In Transit,4500.0,2kg
S02472,O04106,2023/06/15,24-06-2023,Returned,5000.0,-1kg
S02473,O04700,2023/01/26,05-02-2023,Returned,4500.0,3kg
S02474,O05246,06-10-2023,2023-10-11,In Transit,5000.0,1.5 KG
S02475,O03179,2023/10/24,2023/10/25,In Transit,4500.0,2kg
S02476,O02829,2023/12/14,2023/12/16,Returned,5000.0,1.5 KG
S02477,O00007,2023-09-12,2023/09/16,Returned,5000.0,2000g
S02478,O01882,2023/01/11,,Delivered,4000.0,1.5 KG
S02479,O03173,2023-08-27,2023/09/02,In Transit,4000.0,2000g
S02480,O01917,2023/10/04,07-10-2023,Returned,5000.0,1.5 KG
S02481,O01175,2023-07-11,2023/07/15,In Transit,4500.0,2kg
S02482,O02488,10-02-2023,2023-02-18,Delivered,5000.0,1.5 KG
S02483,O00918,15-02-2023,2023/02/21,In Transit,4500.0,3kg
S02484,O02871,08-01-2023,,In Transit,5000.0,2kg
S02485,O00577,2023-07-19,21-07-2023,Delivered,4000.0,-1kg
S02486,O03969,2023-12-14,2023-12-22,Returned,4500.0,2kg
S02487,O02486,2023-11-21,28-11-2023,Delivered,,1.5 KG
S02488,O00467,2023/06/07,,Delivered,4500.0,2kg
S02489,O02324,2023-06-05,2023-06-07,In Transit,4500.0,-1kg
S02490,O05242,2023-04-16,21-04-2023,Delivered,4500.0,2000g
S02491,O02987,2023/01/17,,Delivered,4500.0,1.5 KG
S02492,O00679,2023/03/23,30-03-2023,In Transit,,-1kg
S02493,O02828,2023/07/16,2023/07/26,Delivered,,1.5 KG
S02494,O01689,19-03-2023,,Returned,5000.0,-1kg
S02495,O04156,2023/07/01,,Returned,5000.0,3kg
S02496,O03867,18-01-2023,,In Transit,5000.0,3kg
S02497,O03847,30-01-2023,2023/02/02,Delivered,4000.0,2000g
S02498,O03194,2023-08-25,29-08-2023,Returned,,2000g
S02499,O01291,2023/06/20,2023/06/29,Delivered,4000.0,1.5 KG
S02500,O02169,20-11-2023,,Returned,,2000g
S02501,O03668,2023-12-14,2023-12-18,In Transit,4000.0,2000g
S02502,O04844,2023-03-26,2023-03-28,Delivered,4500.0,2kg
S02503,O03222,2023/02/06,16-02-2023,In Transit,5000.0,2000g
S02504,O03245,29-10-2023,01-11-2023,In Transit,5000.0,2000g
S02505,O03331,2023-11-13,22-11-2023,Delivered,,3kg
S02506,O00776,2023/04/13,2023/04/17,Returned,5000.0,1.5 KG
S02507,O02776,14-10-2023,17-10-2023,Delivered,5000.0,3kg
S02508,O03624,19-05-2023,2023/05/20,In Transit,5000.0,2000g
S02509,O01205,2023-05-17,,Returned,,2000g
S02510,O03073,2023-03-21,28-03-2023,In Transit,4500.0,1.5 KG
S02511,O00218,14-01-2023,19-01-2023,In Transit,5000.0,2000g
S02512,O01785,2023/02/06,16-02-2023,Returned,4000.0,-1kg
S02513,O02325,2023-09-02,12-09-2023,In Transit,,1.5 KG
S02514,O02499,01-04-2023,2023/04/04,In Transit,5000.0,1.5 KG
S02515,O04413,2023-12-08,2023-12-15,Returned,4000.0,-1kg
S02516,O00865,2023/03/23,2023/04/02,In Transit,,3kg
S02517,O04646,2023-11-04,2023/11/13,In Transit,5000.0,-1kg
S02518,O04517,04-03-2023,,In Transit,,2kg
S02519,O00087,31-05-2023,09-06-2023,Delivered,4000.0,2000g
S02520,O04269,2023/07/21,2023-07-26,Delivered,,1.5 KG
S02521,O02260,24-08-2023,,In Transit,,3kg
S02522,O01591,2023/11/19,28-11-2023,In Transit,5000.0,1.5 KG
S02523,O00209,2023-06-22,2023/06/28,Delivered,,3kg
S02524,O03449,2023-06-03,2023-06-11,In Transit,,1.5 KG
S02525,O00135,19-03-2023,2023-03-23,In Transit,5000.0,-1kg
S02526,O03040,2023-05-05,07-05-2023,Returned,4500.0,-1kg
S02527,O01127,14-04-2023,2023/04/18,Delivered,4000.0,3kg
S02528,O00156,09-06-2023,2023-06-19,Returned,4500.0,3kg
S02529,O02980,12-03-2023,2023-03-13,Delivered,4500.0,2000g
S02530,O00718,12-01-2023,2023-01-19,In Transit,5000.0,3kg
S02531,O02586,19-10-2023,,Delivered,5000.0,2000g
S02532,O04313,2023-11-17,20-11-2023,In Transit,5000.0,1.5 KG
S02533,O00907,24-02-2023,2023/03/03,Delivered,4000.0,3kg
S02534,O04991,2023/12/08,2023-12-11,In Transit,,2000g
S02535,O03559,2023/12/03,05-12-2023,Returned,5000.0,2000g
S02536,O02114,12-12-2023,2023-12-16,Returned,5000.0,2000g
S02537,O01976,13-10-2023,2023/10/20,In Transit,4500.0,3kg
S02538,O01611,2023-05-25,2023-05-30,Delivered,4500.0,1.5 KG
S02539,O03524,27-08-2023,01-09-2023,In Transit,5000.0,2kg
S02540,O02695,29-06-2023,2023-07-01,Returned,,2000g
S02541,O00471,09-07-2023,17-07-2023,Delivered,5000.0,-1kg
S02542,O04463,22-03-2023,2023-04-01,In Transit,,1.5 KG
S02543,O00139,2023/08/20,2023-08-29,Delivered,,3kg
S02544,O04079,2023-12-31,2024-01-08,Delivered,,3kg
S02545,O04789,2023-06-06,2023-06-12,In Transit,4500.0,2000g
S02546,O03207,2023/06/10,19-06-2023,Delivered,,3kg
S02547,O02423,2023-06-05,2023/06/14,In Transit,4500.0,2kg
S02548,O02487,11-07-2023,21-07-2023,Returned,,1.5 KG
S02549,O04529,2023/02/03,10-02-2023,Returned,,1.5 KG
S02550,O04336,2023-02-11,2023-02-18,Returned,5000.0,1.5 KG
S02551,O05137,27-04-2023,2023-05-05,Returned,5000.0,-1kg
S02552,O05174,14-11-2023,2023-11-24,Returned,,-1kg
S02553,O04287,26-08-2023,2023/09/02,In Transit,4500.0,-1kg
S02554,O00895,2023/10/01,03-10-2023,In Transit,4000.0,2000g
S02555,O00319,2023/10/25,2023/11/04,In Transit,4500.0,2kg
S02556,O00713,06-09-2023,10-09-2023,Delivered,,2kg
S02557,O01248,2023-03-02,,In Transit,4000.0,-1kg
S02558,O05037,01-08-2023,2023-08-08,In Transit,4000.0,1.5 KG
S02559,O01434,02-04-2023,2023-04-06,Delivered,,3kg
S02560,O01428,2023/06/05,,Returned,5000.0,1.5 KG
S02561,O00378,2023/01/23,2023/02/01,In Transit,4000.0,-1kg
S02562,O03757,2023/03/03,2023-03-10,Returned,4500.0,-1kg
S02563,O00121,2023/02/07,,Delivered,4500.0,2000g
S02564,O02397,10-02-2023,17-02-2023,Delivered,,2kg
S02565,O02876,2023/01/22,,Returned,,2000g
S02566,O01358,2023-10-08,2023-10-12,In Transit,4500.0,2000g
S02567,O03845,2023/12/22,29-12-2023,Returned,4000.0,1.5 KG
S02568,O01241,2023-03-06,07-03-2023,In Transit,,-1kg
S02569,O02505,25-11-2023,,Delivered,5000.0,2kg
S02570,O04158,04-12-2023,2023-12-08,Delivered,,3kg
S02571,O03827,30-03-2023,,Delivered,4500.0,-1kg
S02572,O03422,2023/09/26,2023/09/27,Returned,5000.0,-1kg
S02573,O05002,2023-07-18,,In Transit,,2kg
S02574,O01202,01-05-2023,,Returned,4500.0,3kg
S02575,O01851,2023/07/23,2023/08/02,Delivered,5000.0,-1kg
S02576,O03400,2023-07-03,05-07-2023,In Transit,4000.0,1.5 KG
S02577,O01254,2023/01/20,2023-01-22,Delivered,5000.0,1.5 KG
S02578,O00171,2023/12/30,31-12-2023,Delivered,4500.0,-1kg
S02579,O04510,2023/04/10,2023-04-19,Returned,4500.0,-1kg
S02580,O00051,2023-12-11,20-12-2023,Returned,,2000g
S02581,O00126,2023-08-28,02-09-2023,In Transit,4500.0,2kg
S02582,O03826,2023-07-08,2023/07/15,In Transit,4000.0,2kg
S02583,O01822,2023/03/29,2023-04-02,Returned,4500.0,2kg
S02584,O00938,12-12-2023,22-12-2023,Delivered,5000.0,1.5 KG
S02585,O01102,2023/02/22,2023-03-03,Returned,,1.5 KG
S02586,O03100,2023/12/09,10-12-2023,Returned,5000.0,2kg
S02587,O05078,2023-04-25,2023/05/04,Delivered,5000.0,2000g
S02588,O02798,2023/11/17,24-11-2023,Delivered,5000.0,3kg
S02589,O01991,2023-01-06,2023/01/07,In Transit,5000.0,2000g
S02590,O01311,2023/09/02,04-09-2023,In Transit,4500.0,-1kg
S02591,O04024,2023-04-06,,Delivered,,2000g
S02592,O00193,25-12-2023,2024-01-03,Delivered,5000.0,3kg
S02593,O02899,2023-10-25,2023-10-28,In Transit,4000.0,2000g
S02594,O02087,2023/05/15,,In Transit,,2kg
S02595,O02831,2023-10-21,2023-10-24,Returned,,-1kg
S02596,O02272,2023-10-04,2023/10/13,Returned,4000.0,2000g
S02597,O02764,2023-12-19,2023-12-24,Delivered,5000.0,-1kg
S02598,O01396,24-05-2023,2023-05-25,Returned,4000.0,2kg
S02599,O04318,23-11-2023,,Delivered,,3kg
S02600,O00017,2023-09-27,29-09-2023,Delivered,4500.0,-1kg
S02601,O01607,2023-03-18,2023/03/21,In Transit,,2kg
S02602,O01829,2023/08/09,2023-08-15,In Transit,,2kg
S02603,O04034,2023/04/06,2023/04/14,Returned,4000.0,3kg
S02604,O00015,2023/12/25,2024/01/01,Returned,5000.0,2kg
S02605,O03584,15-03-2023,2023-03-19,Delivered,,2kg
S02606,O03136,2023/09/08,,In Transit,4000.0,-1kg
S02607,O00438,19-03-2023,,Delivered,5000.0,1.5 KG
S02608,O03422,2023/03/24,,Delivered,5000.0,3kg
S02609,O01691,2023/04/06,,Delivered,4500.0,1.5 KG
S02610,O05220,2023/03/04,08-03-2023,Delivered,4500.0,1.5 KG
S02611,O00740,2023/12/13,,Returned,4000.0,1.5 KG
S02612,O00439,2023-09-04,2023/09/06,In Transit,4000.0,3kg
S02613,O04431,2023/09/23,26-09-2023,In Transit,5000.0,1.5 KG
S02614,O00334,2023-06-04,,Returned,,-1kg
S02615,O04131,2023-01-12,2023/01/13,In Transit,,3kg
S02616,O03497,25-05-2023,,In Transit,5000.0,3kg
S02617,O03788,29-09-2023,2023-10-02,Returned,5000.0,1.5 KG
S02618,O04288,2023-06-15,2023-06-17,Returned,,2000g
S02619,O02050,2023/10/03,2023-10-09,Returned,4500.0,2000g
S02620,O02303,29-03-2023,02-04-2023,Delivered,4000.0,2000g
S02621,O04558,01-12-2023,2023-12-07,Delivered,4000.0,2kg
S02622,O03634,2023/02/19,28-02-2023,In Transit,4500.0,1.5 KG
S02623,O00656,23-06-2023,03-07-2023,Returned,,2kg
S02624,O04580,18-08-2023,24-08-2023,In Transit,,2000g
S02625,O01934,2023-09-19,2023/09/28,In Transit,,3kg
S02626,O01840,08-07-2023,,In Transit,5000.0,2kg
S02627,O00094,2023-12-06,2023-12-13,Returned,,2000g
S02628,O02334,2023-08-04,08-08-2023,Returned,5000.0,2000g
S02629,O00600,2023/07/18,2023/07/20,Delivered,,2kg
S02630,O05179,2023-05-19,2023/05/25,Returned,,2000g
S02631,O04717,03-04-2023,2023/04/04,In Transit,5000.0,3kg
S02632,O00112,2023/02/28,05-03-2023,Delivered,4500.0,1.5 KG
S02633,O02201,2023-07-29,2023/08/06,Delivered,5000.0,-1kg
S02634,O02428,2023-09-07,2023/09/17,In Transit,4500.0,1.5 KG
S02635,O02786,2023-10-01,2023-10-10,Returned,4500.0,1.5 KG
S02636,O02698,2023-12-08,2023-12-14,Delivered,4000.0,2kg
S02637,O03346,2023-11-02,2023-11-07,Delivered,4000.0,2000g
S02638,O03402,2023-10-18,24-10-2023,Returned,,3kg
S02639,O04231,10-04-2023,18-04-2023,Delivered,5000.0,2000g
S02640,O01884,2023/10/16,2023/10/18,Returned,4500.0,1.5 KG
S02641,O03812,26-02-2023,08-03-2023,In Transit,4500.0,2000g
S02642,O02944,2023/04/22,25-04-2023,Delivered,4000.0,2000g
S02643,O03989,10-08-2023,2023/08/17,In Transit,4500.0,2000g
S02644,O00003,2023/08/02,2023/08/12,In Transit,4000.0,2000g
S02645,O01775,2023/03/24,2023-03-31,Delivered,5000.0,2kg
S02646,O00803,28-11-2023,2023-12-07,Delivered,4000.0,3kg
S02647,O04452,2023-04-07,2023/04/10,Delivered,4500.0,-1kg
S02648,O05137,2023/11/28,2023-12-01,Returned,,2kg
S02649,O03342,25-01-2023,,Delivered,5000.0,1.5 KG
S02650,O03532,2023/12/13,14-12-2023,Returned,4500.0,3kg
S02651,O00262,2023/07/04,06-07-2023,Delivered,4500.0,-1kg
S02652,O03996,2023-05-04,2023/05/08,Returned,4500.0,3kg
S02653,O03768,2023-05-31,,Delivered,4000.0,3kg
S02654,O02562,2023-07-01,05-07-2023,In Transit,5000.0,1.5 KG
S02655,O01827,2023/06/21,,Delivered,,3kg
S02656,O01096,2023/02/24,,Delivered,5000.0,1.5 KG
S02657,O00224,2023-12-25,26-12-2023,Delivered,5000.0,2000g
S02658,O04267,14-02-2023,2023/02/24,Delivered,4500.0,-1kg
S02659,O01151,2023-05-05,2023/05/09,In Transit,,3kg
S02660,O03689,26-07-2023,2023/08/04,In Transit,4000.0,2000g
S02661,O03157,2023/05/21,24-05-2023,In Transit,,1.5 KG
S02662,O03906,2023-04-17,2023-04-18,Returned,5000.0,2000g
S02663,O03738,2023-02-20,2023-02-27,In Transit,4000.0,2000g
S02664,O02027,2023-11-27,2023/11/29,Returned,5000.0,3kg
S02665,O02360,2023-01-07,2023-01-09,Returned,4500.0,1.5 KG
S02666,O00422,2023-09-07,2023/09/16,In Transit,4500.0,2kg
S02667,O02485,2023/07/17,2023-07-24,In Transit,5000.0,-1kg
S02668,O00304,2023/11/20,2023/11/24,In Transit,4000.0,-1kg
S02669,O03009,2023-02-11,17-02-2023,In Transit,4500.0,-1kg
S02670,O01354,2023/03/06,,Returned,4500.0,-1kg
S02671,O03314,2023/07/18,,In Transit,4500.0,3kg
S02672,O00011,2023/10/22,2023-10-24,In Transit,5000.0,3kg
S02673,O01854,2023-07-11,17-07-2023,Delivered,4500.0,3kg
S02674,O02435,2023/01/30,,Returned,,2000g
S02675,O03561,2023/01/04,11-01-2023,In Transit,4500.0,3kg
S02676,O02571,13-07-2023,23-07-2023,In Transit,4500.0,-1kg
S02677,O00544,2023-03-24,2023-03-25,Returned,4500.0,1.5 KG
S02678,O01464,10-11-2023,,Delivered,5000.0,2000g
S02679,O00209,2023/09/05,15-09-2023,Delivered,5000.0,2kg
S02680,O01210,2023-02-25,2023/02/28,In Transit,4000.0,2000g
S02681,O01425,2023-04-06,,In Transit,5000.0,3kg
S02682,O04485,2023/12/01,2023/12/09,In Transit,4000.0,2000g
S02683,O00904,2023-12-09,2023-12-17,Delivered,,1.5 KG
S02684,O02583,2023-09-10,,In Transit,5000.0,3kg
S02685,O03642,2023/08/27,2023/09/04,In Transit,4000.0,2000g
S02686,O01335,14-06-2023,18-06-2023,Returned,4500.0,2kg
S02687,O02579,19-05-2023,,Delivered,,2kg
S02688,O02366,03-05-2023,2023-05-06,Delivered,4500.0,3kg
S02689,O03312,2023/01/17,2023-01-22,In Transit,4500.0,1.5 KG
S02690,O02971,2023/12/20,,In Transit,4000.0,1.5 KG
S02691,O04070,2023/06/19,2023-06-29,Delivered,4500.0,2000g
S02692,O00137,2023-09-28,2023/10/05,In Transit,4500.0,2000g
S02693,O02224,27-06-2023,,Returned,4000.0,3kg
S02694,O03186,26-06-2023,27-06-2023,In Transit,5000.0,3kg
S02695,O04528,2023/07/01,2023-07-08,In Transit,5000.0,2000g
S02696,O00800,2023-09-27,2023-10-02,In Transit,4500.0,2000g
S02697,O02144,2023-11-21,22-11-2023,Delivered,4500.0,2kg
S02698,O01968,2023-11-19,29-11-2023,Returned,4000.0,2000g
S02699,O00290,2023-03-21,23-03-2023,In Transit,4500.0,3kg
S02700,O04256,22-01-2023,2023-01-27,In Transit,4500.0,1.5 KG
S02701,O02509,2023/11/21,22-11-2023,In Transit,,1.5 KG
S02702,O02538,05-11-2023,,Delivered,4500.0,2000g
S02703,O04038,2023-08-19,29-08-2023,In Transit,4500.0,2000g
S02704,O01573,2023-08-02,2023-08-06,Returned,4000.0,2kg
S02705,O01274,2023-12-18,,Returned,5000.0,2kg
S02706,O00333,2023-04-22,2023/04/30,Returned,5000.0,2kg
S02707,O03654,2023/09/13,2023/09/22,Delivered,,3kg
S02708,O03710,06-01-2023,13-01-2023,Returned,4500.0,1.5 KG
S02709,O01607,2023/02/15,2023/02/16,Delivered,4000.0,3kg
S02710,O00540,2023-12-06,,In Transit,5000.0,2kg
S02711,O02207,2023/01/28,2023-02-01,In Transit,,3kg
S02712,O04232,2023/11/04,2023-11-12,Returned,4500.0,1.5 KG
S02713,O04854,2023-06-12,20-06-2023,Returned,5000.0,2kg
S02714,O02754,2023/04/29,05-05-2023,Returned,,1.5 KG
S02715,O00145,2023-01-19,2023-01-23,Delivered,5000.0,3kg
S02716,O01111,2023-07-14,2023-07-21,In Transit,4000.0,3kg
S02717,O02906,15-06-2023,2023-06-21,In Transit,5000.0,3kg
S02718,O00753,2023/12/27,04-01-2024,Delivered,4500.0,1.5 KG
S02719,O03163,03-08-2023,,Delivered,,-1kg
S02720,O03911,28-12-2023,,Returned,5000.0,2kg
S02721,O00130,2023/09/14,,Delivered,,2000g
S02722,O05062,2023/02/22,2023/02/28,In Transit,4500.0,3kg
S02723,O04854,2023-07-03,08-07-2023,Delivered,,2000g
S02724,O01759,2023-02-16,2023-02-26,In Transit,4000.0,-1kg
S02725,O01432,2023-07-03,2023-07-10,In Transit,4000.0,2000g
S02726,O01568,2023-06-07,2023/06/17,Delivered,5000.0,2kg
S02727,O00200,2023-03-28,2023-03-29,In Transit,,-1kg
S02728,O00230,19-07-2023,2023/07/22,Returned,4500.0,-1kg
S02729,O04456,2023-08-30,2023-09-01,Returned,4500.0,3kg
S02730,O02351,2023/03/31,,Delivered,,2000g
S02731,O05171,2023/03/18,,Returned,4500.0,2kg
S02732,O02353,2023/08/31,2023-09-10,Delivered,,-1kg
S02733,O00906,12-08-2023,,Returned,4500.0,3kg
S02734,O04126,2023/11/18,2023/11/28,Delivered,4000.0,-1kg
S02735,O01929,20-12-2023,2023/12/23,In Transit,5000.0,2000g
S02736,O02870,2023-11-27,2023/12/03,In Transit,4000.0,1.5 KG
S02737,O01603,24-01-2023,2023-02-02,Delivered,4000.0,2000g
S02738,O01392,31-10-2023,2023-11-03,In Transit,,1.5 KG
S02739,O02274,2023-06-06,2023/06/13,In Transit,,2000g
S02740,O03939,2023/05/12,2023-05-18,Delivered,5000.0,2kg
S02741,O00118,2023-02-06,2023-02-12,Returned,5000.0,3kg
S02742,O00764,29-06-2023,2023/07/09,Returned,5000.0,1.5 KG
S02743,O01600,2023/08/06,15-08-2023,In Transit,5000.0,3kg
S02744,O04527,30-03-2023,2023-04-03,Delivered,4000.0,3kg
S02745,O02692,30-12-2023,,Returned,4500.0,3kg
S02746,O02344,2023-07-05,09-07-2023,In Transit,5000.0,2kg
S02747,O00709,01-12-2023,04-12-2023,Delivered,,1.5 KG
S02748,O00464,2023-09-19,,In Transit,4000.0,1.5 KG
S02749,O03595,2023/07/03,08-07-2023,Returned,4500.0,2000g
S02750,O01003,2023/08/15,2023-08-19,Delivered,5000.0,-1kg
S02751,O02774,24-12-2023,02-01-2024,In Transit,,3kg
S02752,O00740,10-07-2023,12-07-2023,In Transit,4500.0,2kg
S02753,O03592,16-03-2023,2023-03-23,Delivered,4000.0,-1kg
S02754,O00434,28-02-2023,02-03-2023,Delivered,4000.0,1.5 KG
S02755,O04975,2023-12-20,2023-12-26,Returned,,2000g
S02756,O00666,2023-07-16,2023/07/21,Returned,5000.0,2000g
S02757,O02196,06-01-2023,,Returned,4000.0,3kg
S02758,O00111,2023-12-07,2023-12-12,In Transit,,2kg
S02759,O05024,2023/10/30,,Returned,,3kg
S02760,O04439,2023/10/30,2023-11-09,Delivered,5000.0,2kg
S02761,O04554,2023/09/13,,Returned,,3kg
S02762,O00626,2023/06/20,2023/06/25,Returned,5000.0,-1kg
S02763,O03981,04-02-2023,10-02-2023,Delivered,,-1kg
S02764,O04032,2023/10/07,09-10-2023,Returned,4000.0,2kg
S02765,O01649,2023-10-13,2023/10/19,Returned,4500.0,-1kg
S02766,O05013,03-06-2023,05-06-2023,Returned,5000.0,2000g
S02767,O00148,2023/07/24,03-08-2023,Delivered,5000.0,3kg
S02768,O04531,25-11-2023,,Returned,,3kg
S02769,O04013,2023/04/13,14-04-2023,Delivered,4500.0,3kg
S02770,O03307,2023/07/30,2023-08-07,Returned,,3kg
S02771,O02592,2023-05-29,,Delivered,4000.0,2000g
S02772,O01510,2023/12/18,2023/12/22,Returned,,3kg
S02773,O05067,2023/06/26,2023/06/30,Returned,4500.0,-1kg
S02774,O00179,2023/01/24,,In Transit,4500.0,2kg
S02775,O05125,16-03-2023,,Returned,5000.0,1.5 KG
S02776,O01811,2023/09/23,2023/10/02,Delivered,5000.0,1.5 KG
S02777,O04401,01-03-2023,2023-03-09,In Transit,5000.0,3kg
S02778,O03245,2023-12-24,2023/12/31,Delivered,4000.0,2000g
S02779,O04651,31-12-2023,2024-01-08,Delivered,5000.0,3kg
S02780,O04503,2023/07/04,,In Transit,4000.0,-1kg
S02781,O01112,21-01-2023,29-01-2023,Returned,5000.0,2000g
S02782,O04729,2023-09-12,13-09-2023,In Transit,4000.0,-1kg
S02783,O02092,2023/07/11,2023/07/12,Returned,4000.0,2kg
S02784,O03282,15-10-2023,2023/10/25,Delivered,,2kg
S02785,O02279,2023-10-24,2023/11/01,In Transit,4000.0,-1kg
S02786,O05079,13-02-2023,2023-02-15,In Transit,5000.0,2kg
S02787,O02206,2023-08-18,,Returned,4000.0,1.5 KG
S02788,O04737,2023-08-15,2023/08/23,In Transit,,2kg
S02789,O00566,2023/06/11,2023-06-16,In Transit,4500.0,1.5 KG
S02790,O00714,2023/01/23,2023/01/26,Delivered,4000.0,2kg
S02791,O00177,2023/04/20,28-04-2023,Delivered,5000.0,3kg
S02792,O01510,2023-06-24,29-06-2023,Delivered,4000.0,2kg
S02793,O04211,2023-03-04,05-03-2023,Delivered,5000.0,-1kg
S02794,O00857,2023/06/04,2023-06-13,Delivered,4500.0,2000g
S02795,O02828,2023-01-13,22-01-2023,Returned,4500.0,3kg
S02796,O04461,2023/12/30,2024-01-05,Returned,,2000g
S02797,O04147,10-10-2023,2023/10/15,In Transit,4500.0,3kg
S02798,O01279,2023/03/29,,In Transit,4500.0,1.5 KG
S02799,O02741,05-01-2023,2023-01-10,Returned,,2000g
S02800,O01136,2023/07/18,27-07-2023,Delivered,,-1kg
S02801,O00695,2023-03-18,2023-03-19,In Transit,5000.0,2kg
S02802,O01285,2023/11/23,2023-11-25,Delivered,,2kg
S02803,O03738,2023-07-23,,Delivered,,3kg
S02804,O01335,29-07-2023,2023/07/31,In Transit,,1.5 KG
S02805,O00152,2023-03-22,,Delivered,4500.0,2kg
S02806,O00284,30-10-2023,,Delivered,4000.0,3kg
S02807,O02926,02-06-2023,,In Transit,,2000g
S02808,O01212,2023/10/21,23-10-2023,Delivered,4500.0,-1kg
S02809,O01126,2023/09/09,2023/09/11,Returned,,2kg
S02810,O03556,2023-01-25,2023-02-01,Delivered,,2000g
S02811,O02359,2023/07/01,2023-07-11,Returned,,-1kg
S02812,O01638,25-05-2023,2023-05-27,Delivered,5000.0,2000g
S02813,O00202,2023-08-26,28-08-2023,Returned,,2000g
S02814,O04894,09-03-2023,2023-03-10,Delivered,4000.0,3kg
S02815,O02391,2023/03/30,03-04-2023,Delivered,4500.0,-1kg
S02816,O00464,2023/08/02,2023/08/07,Returned,4000.0,1.5 KG
S02817,O01047,11-06-2023,2023/06/13,In Transit,5000.0,2kg
S02818,O02295,14-09-2023,2023-09-24,In Transit,5000.0,2000g
S02819,O01819,23-11-2023,29-11-2023,In Transit,,1.5 KG
S02820,O04944,2023/09/04,,Delivered,5000.0,1.5 KG
S02821,O00365,17-07-2023,23-07-2023,Returned,,3kg
S02822,O02237,02-11-2023,09-11-2023,In Transit,4500.0,-1kg
S02823,O03457,11-09-2023,2023/09/19,Returned,5000.0,1.5 KG
S02824,O02479,2023/12/26,2024/01/02,In Transit,5000.0,1.5 KG
S02825,O01360,2023-06-04,07-06-2023,Returned,4500.0,2000g
S02826,O01635,2023/12/26,,In Transit,4500.0,1.5 KG
S02827,O00982,2023-06-06,07-06-2023,Returned,4000.0,2000g
S02828,O05086,2023/01/22,2023-01-28,Returned,4000.0,-1kg
S02829,O02996,2023/02/08,2023-02-15,In Transit,5000.0,3kg
S02830,O01858,2023/09/04,08-09-2023,Returned,5000.0,2kg
S02831,O02628,23-08-2023,2023-08-27,Delivered,5000.0,-1kg
S02832,O02932,19-01-2023,2023-01-29,Returned,4000.0,2000g
S02833,O02231,10-07-2023,,In Transit,5000.0,1.5 KG
S02834,O04977,2023/06/02,,Delivered,5000.0,3kg
S02835,O02724,2023-10-27,2023-10-31,Returned,5000.0,2000g
S02836,O02759,2023/10/21,31-10-2023,Returned,4000.0,2000g
S02837,O00574,08-11-2023,10-11-2023,In Transit,4500.0,1.5 KG
S02838,O03105,2023-01-24,,Delivered,,2kg
S02839,O01676,2023-03-08,2023/03/12,In Transit,4000.0,3kg
S02840,O01636,23-07-2023,,In Transit,5000.0,-1kg
S02841,O04747,21-03-2023,2023-03-28,In Transit,5000.0,2kg
S02842,O00815,2023/05/31,07-06-2023,Delivered,,2kg
S02843,O00968,2023-09-10,2023-09-11,In Transit,4000.0,3kg
S02844,O02108,2023-06-29,,In Transit,4500.0,3kg
